상품 분류,카테고리,아이템,기장,색상,세부 색상,제품 링크,소매 기장,이미지 경로
의류,아우터,가디건,0,0,"[158.24985702030364, 147.32288390048592, 143.05558335716526]",https://a-bly.com/app/goods/4235511,0.0,./images/ably/Cardigan/Cardigan_76.jpg
의류,아우터,가디건,숏,"아이보리, 옐로우","[153.6994200914882, 141.22515578287653, 131.23558333033117]",https://a-bly.com/app/goods/4156962,58.0,./images/ably/Cardigan/Cardigan_77.jpg
의류,아우터,가디건,0,0,"[139.53945828819093, 125.4538678223176, 114.84459371614486]",https://a-bly.com/app/goods/4019985,0.0,./images/ably/Cardigan/Cardigan_78.jpg
의류,아우터,가디건,0,0,"[134.62266717206535, 125.45236237151343, 120.13714910031278]",https://a-bly.com/app/goods/4310839,0.0,./images/ably/Cardigan/Cardigan_79.jpg
의류,아우터,가디건,0,0,"[104.10200432652266, 110.7948214206858, 114.08445543243212]",https://a-bly.com/app/goods/4023784,0.0,./images/ably/Cardigan/Cardigan_80.jpg
의류,아우터,가디건,0,0,[],https://a-bly.com/app/goods/4344940,0.0,./images/ably/Cardigan/Cardigan_81.jpg
의류,아우터,가디건,숏,"블랙, 아이보리, 소라, 베이지","[131.71651416334151, 116.05278399688406, 100.97916869463802]",https://a-bly.com/app/goods/4197053,50.0,./images/ably/Cardigan/Cardigan_82.jpg
의류,아우터,가디건,0,ONE SIZE,"[31.163187118266833, 42.09039422543618, 39.764704793627956]",https://a-bly.com/app/goods/4204579,0.0,./images/ably/Cardigan/Cardigan_83.jpg
의류,아우터,가디건,0,0,"[181.10248077857682, 170.74976130253762, 166.02869394797057]",https://a-bly.com/app/goods/4200771,0.0,./images/ably/Cardigan/Cardigan_84.jpg
의류,아우터,가디건,0,0,"[38.24664529381178, 47.1151830450539, 68.21051621201241]",https://a-bly.com/app/goods/3847492,0.0,./images/ably/Cardigan/Cardigan_85.jpg
의류,아우터,가디건,숏,"블랙, 소라","[116.50841920550205, 107.0023334826794, 91.8814404121883]",https://a-bly.com/app/goods/4396703,22.0,./images/ably/Cardigan/Cardigan_86.jpg
의류,아우터,가디건,0,0,"[230.7842076693403, 191.83034779574456, 188.78742584621835]",https://a-bly.com/app/goods/4136007,0.0,./images/ably/Cardigan/Cardigan_87.jpg
의류,아우터,가디건,숏,상품 상세페이지 참조,"[171.81397615124314, 155.57175003100687, 141.59232091284326]",https://a-bly.com/app/goods/2689884,56.0,./images/ably/Cardigan/Cardigan_88.jpg
의류,아우터,가디건,0,0,"[123.61173866336932, 119.57251212604453, 133.22748136332444]",https://a-bly.com/app/goods/4230082,0.0,./images/ably/Cardigan/Cardigan_89.jpg
의류,아우터,가디건,0,"블랙,화이트","[151.88574888978613, 149.3347014758, 146.61499125285965]",https://a-bly.com/app/goods/4394114,0.0,./images/ably/Cardigan/Cardigan_90.jpg
의류,아우터,가디건,0,0,"[214.1314855577068, 211.77384214545924, 210.21005345671847]",https://a-bly.com/app/goods/4034831,0.0,./images/ably/Cardigan/Cardigan_91.jpg
의류,아우터,가디건,0,0,[],https://a-bly.com/app/goods/4437411,0.0,./images/ably/Cardigan/Cardigan_92.jpg
의류,아우터,가디건,0,0,[],https://a-bly.com/app/goods/4259408,0.0,./images/ably/Cardigan/Cardigan_93.jpg
의류,아우터,가디건,0,0,"[151.77722617465415, 134.414295207569, 112.32245328746602]",https://a-bly.com/app/goods/3942533,0.0,./images/ably/Cardigan/Cardigan_94.jpg
의류,아우터,가디건,0,0,"[33.408199314534414, 29.608990245193723, 30.20872660164207]",https://a-bly.com/app/goods/4071780,0.0,./images/ably/Cardigan/Cardigan_95.jpg
의류,아우터,가디건,숏,"아이보리, 핑크, 라임, 소라","[158.7368242632437, 144.45730880491834, 112.78017085518181]",https://a-bly.com/app/goods/4104231,19.0,./images/ably/Cardigan/Cardigan_96.jpg
의류,아우터,가디건,0,0,"[162.66078114531285, 138.15745083356177, 136.63662160564394]",https://a-bly.com/app/goods/4329910,0.0,./images/ably/Cardigan/Cardigan_97.jpg
의류,아우터,가디건,0,0,"[142.96207314018494, 136.14118727561208, 127.34292811221421]",https://a-bly.com/app/goods/3909256,0.0,./images/ably/Cardigan/Cardigan_98.jpg
의류,아우터,가디건,0,0,"[161.1334539761874, 154.48590345699373, 153.39470320421825]",https://a-bly.com/app/goods/3895450,0.0,./images/ably/Cardigan/Cardigan_99.jpg
의류,아우터,가디건,숏,"오트밀, 브라운, 블랙","[162.02021865247264, 155.3508587183362, 148.61913879262553]",https://a-bly.com/app/goods/2784684,59.5,./images/ably/Cardigan/Cardigan_100.jpg
의류,아우터,가디건,0,0,"[60.080777961610536, 56.86387595705884, 57.76666923166173]",https://a-bly.com/app/goods/2461533,0.0,./images/ably/Cardigan/Cardigan_101.jpg
